model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,versions,hidden_versions,link,min_width,target,has_parameters,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed,tool_text
Tool,toolshed.g2.bx.psu.edu/repos/iuc/raceid_inspecttrajectory/raceid_inspecttrajectory/3.1,Lineage Branch Analysis using StemID,3.1,inspects branches of a lineage tree,['new'],,[],[],,True,[],"['0.2.3+galaxy0', '0.2.3+galaxy1', '0.2.3+galaxy3', '3.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fraceid_inspecttrajectory%2Fraceid_inspecttrajectory%2F3.1,-1,galaxy_main,True,single_cell,Single-cell,regular,raceid_inspecttrajectory,iuc,69018f285aa3,toolshed.g2.bx.psu.edu,Lineage Branch Analysis using StemID inspects branches of a lineage tree Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/raceid_inspectclusters/raceid_inspectclusters/3.1,Cluster Inspection using RaceID,3.1,examines gene expression within clusters,['new'],,[],[],,True,[],"['0.2.3+galaxy0', '0.2.3+galaxy1', '0.2.3+galaxy3', '0.2.3+galaxy4', '3.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fraceid_inspectclusters%2Fraceid_inspectclusters%2F3.1,-1,galaxy_main,True,single_cell,Single-cell,regular,raceid_inspectclusters,iuc,37a47c4fd84d,toolshed.g2.bx.psu.edu,Cluster Inspection using RaceID examines gene expression within clusters Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/raceid_filtnormconf/raceid_filtnormconf/3.1,Initial processing using RaceID,3.1,"performs filtering, normalisation, and confounder removal to generate a normalised and filtered count matrix of single-cell RNA data",[],,[],[],,True,[],"['0.2.3+galaxy0', '0.2.3+galaxy1', '0.2.3+galaxy3', '3.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fraceid_filtnormconf%2Fraceid_filtnormconf%2F3.1,-1,galaxy_main,True,single_cell,Single-cell,regular,raceid_filtnormconf,iuc,7608d5faee41,toolshed.g2.bx.psu.edu,"Initial processing using RaceID performs filtering, normalisation, and confounder removal to generate a normalised and filtered count matrix of single-cell RNA data Single-cell"
Tool,toolshed.g2.bx.psu.edu/repos/iuc/raceid_clustering/raceid_clustering/3.1,Clustering using RaceID,3.1,"performs clustering, outlier detection, dimensional reduction",['new'],,[],[],,True,[],"['0.2.3+galaxy0', '0.2.3+galaxy1', '0.2.3+galaxy3', '3.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fraceid_clustering%2Fraceid_clustering%2F3.1,-1,galaxy_main,True,single_cell,Single-cell,regular,raceid_clustering,iuc,7e014059a88d,toolshed.g2.bx.psu.edu,"Clustering using RaceID performs clustering, outlier detection, dimensional reduction Single-cell"
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_plot/scanpy_plot/1.11.5+galaxy0,Scanpy plot,1.11.5+galaxy0,,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.4.4.post1+galaxy3', '1.7.1+galaxy0', '1.7.1+galaxy1', '1.9.6+galaxy0', '1.9.6+galaxy1', '1.9.6+galaxy2', '1.9.6+galaxy3', '1.9.6+galaxy4', '1.10.2+galaxy0', '1.10.2+galaxy1', '1.10.2+galaxy2', '1.10.2+galaxy3', '1.11.5+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscanpy_plot%2Fscanpy_plot%2F1.11.5%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_plot,iuc,7f478b3258ec,toolshed.g2.bx.psu.edu,Scanpy plot  Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/modify_loom/modify_loom/0.11.4+galaxy3,Loom operations,0.11.4+galaxy3,"Manipulate, export and import loom data",[],,[],[],,True,"[{'value': 'anndata', 'type': 'bio.tools'}]","['0.6.22.post1+galaxy3', '0.6.22.post1+galaxy4', '0.7.4+galaxy1', '0.7.5+galaxy0', '0.7.5+galaxy1', '0.10.3+galaxy1', '0.10.9+galaxy0', '0.10.9+galaxy1', '0.10.9+galaxy2', '0.11.4+galaxy0', '0.11.4+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmodify_loom%2Fmodify_loom%2F0.11.4%2Bgalaxy3,-1,galaxy_main,True,single_cell,Single-cell,regular,modify_loom,iuc,0ee9395e1eb2,toolshed.g2.bx.psu.edu,"Loom operations Manipulate, export and import loom data Single-cell"
Tool,toolshed.g2.bx.psu.edu/repos/iuc/anndata_manipulate/anndata_manipulate/0.11.4+galaxy3,Manipulate AnnData,0.11.4+galaxy3,object,[],,[],[],,True,"[{'value': 'anndata', 'type': 'bio.tools'}]","['0.6.22.post1+galaxy4', '0.7.5+galaxy0', '0.7.5+galaxy1', '0.10.3+galaxy0', '0.10.9+galaxy0', '0.10.9+galaxy1', '0.10.9+galaxy2', '0.11.4+galaxy0', '0.11.4+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fanndata_manipulate%2Fanndata_manipulate%2F0.11.4%2Bgalaxy3,-1,galaxy_main,True,single_cell,Single-cell,regular,anndata_manipulate,iuc,9ef202055d5c,toolshed.g2.bx.psu.edu,Manipulate AnnData object Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/anndata_inspect/anndata_inspect/0.11.4+galaxy3,Inspect AnnData,0.11.4+galaxy3,object,[],,[],[],,True,"[{'value': 'anndata', 'type': 'bio.tools'}]","['0.6.22.post1+galaxy3', '0.6.22.post1+galaxy4', '0.7.4+galaxy1', '0.7.5+galaxy0', '0.7.5+galaxy1', '0.10.3+galaxy0', '0.10.9+galaxy0', '0.10.9+galaxy1', '0.10.9+galaxy2', '0.11.4+galaxy0', '0.11.4+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fanndata_inspect%2Fanndata_inspect%2F0.11.4%2Bgalaxy3,-1,galaxy_main,True,single_cell,Single-cell,regular,anndata_inspect,iuc,b26b87f5a13c,toolshed.g2.bx.psu.edu,Inspect AnnData object Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/anndata_import/anndata_import/0.11.4+galaxy3,Import Anndata,0.11.4+galaxy3,from different formats,[],,[],[],,True,"[{'value': 'anndata', 'type': 'bio.tools'}]","['0.6.22.post1+galaxy3', '0.6.22.post1+galaxy4', '0.7.4+galaxy1', '0.7.5+galaxy0', '0.7.5+galaxy1', '0.10.3+galaxy0', '0.10.9+galaxy0', '0.10.9+galaxy1', '0.10.9+galaxy2', '0.11.4+galaxy2', '0.11.4+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fanndata_import%2Fanndata_import%2F0.11.4%2Bgalaxy3,-1,galaxy_main,True,single_cell,Single-cell,regular,anndata_import,iuc,d9ae58b926fc,toolshed.g2.bx.psu.edu,Import Anndata from different formats Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/anndata_export/anndata_export/0.11.4+galaxy3,Export AnnData,0.11.4+galaxy3,matrix and annotations,[],,[],[],,True,"[{'value': 'anndata', 'type': 'bio.tools'}]","['0.6.22.post1+galaxy3', '0.6.22.post1+galaxy4', '0.7.4+galaxy1', '0.7.5+galaxy0', '0.7.5+galaxy1', '0.10.3+galaxy0', '0.10.9+galaxy0', '0.10.9+galaxy1', '0.10.9+galaxy2', '0.11.4+galaxy0', '0.11.4+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fanndata_export%2Fanndata_export%2F0.11.4%2Bgalaxy3,-1,galaxy_main,True,single_cell,Single-cell,regular,anndata_export,iuc,d99a178d1ab5,toolshed.g2.bx.psu.edu,Export AnnData matrix and annotations Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_remove_confounders/scanpy_remove_confounders/1.11.5+galaxy0,Scanpy remove confounders,1.11.5+galaxy0,with scanpy,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.4.4.post1+galaxy3', '1.7.1+galaxy0', '1.9.6+galaxy0', '1.9.6+galaxy1', '1.9.6+galaxy2', '1.9.6+galaxy3', '1.9.6+galaxy4', '1.10.2+galaxy0', '1.10.2+galaxy1', '1.10.2+galaxy2', '1.10.2+galaxy3', '1.11.5+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscanpy_remove_confounders%2Fscanpy_remove_confounders%2F1.11.5%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_remove_confounders,iuc,80fe16f87825,toolshed.g2.bx.psu.edu,Scanpy remove confounders with scanpy Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_cluster_reduce_dimension/scanpy_cluster_reduce_dimension/1.11.5+galaxy0,"Scanpy cluster, embed",1.11.5+galaxy0,and infer trajectories,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.4.4.post1+galaxy3', '1.7.1+galaxy0', '1.9.6+galaxy0', '1.9.6+galaxy1', '1.9.6+galaxy2', '1.9.6+galaxy3', '1.9.6+galaxy4', '1.10.2+galaxy0', '1.10.2+galaxy1', '1.10.2+galaxy2', '1.10.2+galaxy3', '1.11.5+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscanpy_cluster_reduce_dimension%2Fscanpy_cluster_reduce_dimension%2F1.11.5%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_cluster_reduce_dimension,iuc,795751257d82,toolshed.g2.bx.psu.edu,"Scanpy cluster, embed and infer trajectories Single-cell"
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_normalize/scanpy_normalize/1.10.2+galaxy3,Scanpy normalize,1.10.2+galaxy3,and impute,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.4.4.post1+galaxy3', '1.7.1+galaxy0', '1.9.6+galaxy0', '1.9.6+galaxy1', '1.9.6+galaxy2', '1.9.6+galaxy3', '1.9.6+galaxy4', '1.10.2+galaxy0', '1.10.2+galaxy1', '1.10.2+galaxy2', '1.10.2+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscanpy_normalize%2Fscanpy_normalize%2F1.10.2%2Bgalaxy3,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_normalize,iuc,e639abb0de92,toolshed.g2.bx.psu.edu,Scanpy normalize and impute Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_filter/scanpy_filter/1.11.5+galaxy0,Scanpy filter,1.11.5+galaxy0,mark and subsample,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.4.4.post1+galaxy3', '1.7.1+galaxy0', '1.9.6+galaxy0', '1.9.6+galaxy1', '1.9.6+galaxy2', '1.9.6+galaxy3', '1.9.6+galaxy4', '1.10.2+galaxy0', '1.10.2+galaxy1', '1.10.2+galaxy2', '1.10.2+galaxy3', '1.11.5+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscanpy_filter%2Fscanpy_filter%2F1.11.5%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_filter,iuc,2e6029e47eb5,toolshed.g2.bx.psu.edu,Scanpy filter mark and subsample Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scanpy_inspect/scanpy_inspect/1.10.2+galaxy3,Scanpy Inspect and manipulate,1.10.2+galaxy3,,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.4.4.post1+galaxy3', '1.7.1+galaxy0', '1.9.6+galaxy0', '1.9.6+galaxy1', '1.9.6+galaxy2', '1.9.6+galaxy3', '1.9.6+galaxy4', '1.10.2+galaxy1', '1.10.2+galaxy2', '1.10.2+galaxy3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscanpy_inspect%2Fscanpy_inspect%2F1.10.2%2Bgalaxy3,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_inspect,iuc,27c054e8d949,toolshed.g2.bx.psu.edu,Scanpy Inspect and manipulate  Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/alevin/alevin/1.10.1+galaxy4,Alevin,1.10.1+galaxy4,Quantification and analysis of 3-prime tagged-end single-cell sequencing data,[],,[],[],,True,"[{'value': 'salmon', 'type': 'bio.tools'}]","['1.3.0+galaxy2', '1.5.1+galaxy0', '1.9.0+galaxy2', '1.10.1+galaxy0', '1.10.1+galaxy2', '1.10.1+galaxy4']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Falevin%2Falevin%2F1.10.1%2Bgalaxy4,-1,galaxy_main,True,single_cell,Single-cell,regular,alevin,bgruening,528052085629,toolshed.g2.bx.psu.edu,Alevin Quantification and analysis of 3-prime tagged-end single-cell sequencing data Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/droplet_barcode_plot/_dropletBarcodePlot/1.6.1+galaxy2,Droplet barcode rank plot,1.6.1+galaxy2,Creates a barcode rank plot for quality control of droplet single-cell RNA-seq data,[],,[],[],,True,[],['1.6.1+galaxy2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fdroplet_barcode_plot%2F_dropletBarcodePlot%2F1.6.1%2Bgalaxy2,-1,galaxy_main,True,single_cell,Single-cell,regular,droplet_barcode_plot,ebi-gxa,8f605643ccfd,toolshed.g2.bx.psu.edu,Droplet barcode rank plot Creates a barcode rank plot for quality control of droplet single-cell RNA-seq data Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/salmon_kallisto_mtx_to_10x/_salmon_kallisto_mtx_to_10x/0.0.1+galaxy6,salmonKallistoMtxTo10x,0.0.1+galaxy6,Transforms .mtx matrix and associated labels into a format compatible with tools expecting old-style 10X data,[],,[],[],,True,[],"['0.0.1+galaxy5', '0.0.1+galaxy6']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fsalmon_kallisto_mtx_to_10x%2F_salmon_kallisto_mtx_to_10x%2F0.0.1%2Bgalaxy6,-1,galaxy_main,True,single_cell,Single-cell,regular,salmon_kallisto_mtx_to_10x,ebi-gxa,88f5a0a6a818,toolshed.g2.bx.psu.edu,salmonKallistoMtxTo10x Transforms .mtx matrix and associated labels into a format compatible with tools expecting old-style 10X data Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/dropletutils_read_10x/dropletutils_read_10x/1.0.4+galaxy0,DropletUtils Read10x,1.0.4+galaxy0,into SingleCellExperiment object,[],,[],[],,True,"[{'value': 'dropletutils', 'type': 'bio.tools'}]",['1.0.4+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fdropletutils_read_10x%2Fdropletutils_read_10x%2F1.0.4%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,dropletutils_read_10x,ebi-gxa,ca62f52e0d7f,toolshed.g2.bx.psu.edu,DropletUtils Read10x into SingleCellExperiment object Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/dropletutils_empty_drops/dropletutils_empty_drops/1.0.4+galaxy0,DropletUtils emptyDrops,1.0.4+galaxy0,Distinguish between droplets containing cells and ambient RNA in a droplet-based single-cell RNA sequencing experiment.,[],,[],[],,True,"[{'value': 'dropletutils', 'type': 'bio.tools'}]",['1.0.4+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fdropletutils_empty_drops%2Fdropletutils_empty_drops%2F1.0.4%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,dropletutils_empty_drops,ebi-gxa,fa662ca7ae7f,toolshed.g2.bx.psu.edu,DropletUtils emptyDrops Distinguish between droplets containing cells and ambient RNA in a droplet-based single-cell RNA sequencing experiment. Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/sceasy_convert/sceasy_convert/0.0.5+galaxy1,SCEasy convert,0.0.5+galaxy1,a data object between formats,[],,[],[],,True,[],['0.0.5+galaxy1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fsceasy_convert%2Fsceasy_convert%2F0.0.5%2Bgalaxy1,-1,galaxy_main,True,single_cell,Single-cell,regular,sceasy_convert,ebi-gxa,f62bc418173f,toolshed.g2.bx.psu.edu,SCEasy convert a data object between formats Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/retrieve_scxa/retrieve_scxa/v0.0.2+galaxy2,EBI SCXA Data Retrieval,v0.0.2+galaxy2,Retrieves expression matrixes and metadata from EBI Single Cell Expression Atlas (SCXA),[],,[],[],,True,[],['v0.0.2+galaxy2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fretrieve_scxa%2Fretrieve_scxa%2Fv0.0.2%2Bgalaxy2,-1,galaxy_main,True,single_cell,Single-cell,regular,retrieve_scxa,ebi-gxa,72b6e1747e37,toolshed.g2.bx.psu.edu,EBI SCXA Data Retrieval Retrieves expression matrixes and metadata from EBI Single Cell Expression Atlas (SCXA) Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/baredsc_1d/baredsc_1d/1.1.3+galaxy0,baredSC 1d,1.1.3+galaxy0,Compute distribution for a single gene,[],,['operation_2495'],"['topic_3170', 'topic_4028', 'topic_2269']",,True,"[{'value': 'baredsc', 'type': 'bio.tools'}]","['1.1.1+galaxy0', '1.1.2+galaxy0', '1.1.2+galaxy1', '1.1.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbaredsc_1d%2Fbaredsc_1d%2F1.1.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,baredsc_1d,iuc,769d815e4b0d,toolshed.g2.bx.psu.edu,baredSC 1d Compute distribution for a single gene Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/baredsc_2d/baredsc_2d/1.1.3+galaxy0,baredSC 2d,1.1.3+galaxy0,Compute distribution for a pair of genes,[],,"['operation_2495', 'operation_3463']","['topic_3170', 'topic_4028', 'topic_2269']",,True,"[{'value': 'baredsc', 'type': 'bio.tools'}]","['1.1.1+galaxy0', '1.1.2+galaxy0', '1.1.2+galaxy1', '1.1.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbaredsc_2d%2Fbaredsc_2d%2F1.1.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,baredsc_2d,iuc,a90f8efe08b4,toolshed.g2.bx.psu.edu,baredSC 2d Compute distribution for a pair of genes Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/baredsc_combine_1d/baredsc_combine_1d/1.1.3+galaxy0,Combine multiple 1D Models,1.1.3+galaxy0,from baredSC,[],,['operation_2495'],"['topic_3170', 'topic_4028', 'topic_2269']",,True,"[{'value': 'baredsc', 'type': 'bio.tools'}]","['1.1.1+galaxy0', '1.1.2+galaxy0', '1.1.2+galaxy1', '1.1.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbaredsc_combine_1d%2Fbaredsc_combine_1d%2F1.1.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,baredsc_combine_1d,iuc,5b7c81b35b89,toolshed.g2.bx.psu.edu,Combine multiple 1D Models from baredSC Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/baredsc_combine_2d/baredsc_combine_2d/1.1.3+galaxy0,Combine multiple 2D Models,1.1.3+galaxy0,from baredSC,[],,"['operation_2495', 'operation_3463']","['topic_3170', 'topic_4028', 'topic_2269']",,True,"[{'value': 'baredsc', 'type': 'bio.tools'}]","['1.1.1+galaxy0', '1.1.2+galaxy0', '1.1.2+galaxy1', '1.1.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbaredsc_combine_2d%2Fbaredsc_combine_2d%2F1.1.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,baredsc_combine_2d,iuc,02fc39c8610d,toolshed.g2.bx.psu.edu,Combine multiple 2D Models from baredSC Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_regress_variable/scanpy_regress_variable/1.9.3+galaxy0,Scanpy RegressOut,1.9.3+galaxy0,variables that might introduce batch effect,[],,[],[],,True,[],"['1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_regress_variable%2Fscanpy_regress_variable%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_regress_variable,ebi-gxa,0bab2ae44e7a,toolshed.g2.bx.psu.edu,Scanpy RegressOut variables that might introduce batch effect Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_fdg/scanpy_run_fdg/1.9.3+galaxy0,Scanpy RunFDG,1.9.3+galaxy0,visualise cell clusters using force-directed graph,[],,[],[],,True,[],['1.9.3+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_run_fdg%2Fscanpy_run_fdg%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_run_fdg,ebi-gxa,be019b069e31,toolshed.g2.bx.psu.edu,Scanpy RunFDG visualise cell clusters using force-directed graph Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_diffmap/scanpy_run_diffmap/1.9.3+galaxy0,Scanpy DiffusionMap,1.9.3+galaxy0,calculate diffusion components,[],,[],[],,True,[],['1.9.3+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_run_diffmap%2Fscanpy_run_diffmap%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_run_diffmap,ebi-gxa,79cc06a557b0,toolshed.g2.bx.psu.edu,Scanpy DiffusionMap calculate diffusion components Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_paga/scanpy_run_paga/1.9.3+galaxy0,Scanpy PAGA,1.9.3+galaxy0,trajectory inference,[],,[],[],,True,[],['1.9.3+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_run_paga%2Fscanpy_run_paga%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_run_paga,ebi-gxa,b2768cae00a1,toolshed.g2.bx.psu.edu,Scanpy PAGA trajectory inference Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_dpt/scanpy_run_dpt/1.9.3+galaxy0,Scanpy DPT,1.9.3+galaxy0,diffusion pseudotime inference,[],,[],[],,True,[],['1.9.3+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_run_dpt%2Fscanpy_run_dpt%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_run_dpt,ebi-gxa,03921aa8b29c,toolshed.g2.bx.psu.edu,Scanpy DPT diffusion pseudotime inference Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_plot_trajectory/scanpy_plot_trajectory/1.9.3+galaxy0,Scanpy PlotTrajectory,1.9.3+galaxy0,visualise cell trajectories,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]",['1.9.3+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_plot_trajectory%2Fscanpy_plot_trajectory%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_plot_trajectory,ebi-gxa,cb1992d1804b,toolshed.g2.bx.psu.edu,Scanpy PlotTrajectory visualise cell trajectories Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/snapatac2_clustering/snapatac2_clustering/2.8.0+galaxy0,SnapATAC2 Clustering,2.8.0+galaxy0,and dimension reduction,[],,[],[],,True,"[{'value': 'snapatac', 'type': 'bio.tools'}]","['2.5.3+galaxy1', '2.5.3+galaxy2', '2.6.4+galaxy0', '2.6.4+galaxy1', '2.8.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsnapatac2_clustering%2Fsnapatac2_clustering%2F2.8.0%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,snapatac2_clustering,iuc,d258720d9a42,toolshed.g2.bx.psu.edu,SnapATAC2 Clustering and dimension reduction Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/snapatac2_peaks_and_motif/snapatac2_peaks_and_motif/2.8.0+galaxy0,SnapATAC2 peaks and motif,2.8.0+galaxy0,analysis,[],,[],[],,True,"[{'value': 'snapatac', 'type': 'bio.tools'}]","['2.5.3+galaxy1', '2.5.3+galaxy2', '2.6.4+galaxy0', '2.6.4+galaxy1', '2.8.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsnapatac2_peaks_and_motif%2Fsnapatac2_peaks_and_motif%2F2.8.0%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,snapatac2_peaks_and_motif,iuc,02a7162fc510,toolshed.g2.bx.psu.edu,SnapATAC2 peaks and motif analysis Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/snapatac2_plotting/snapatac2_plotting/2.8.0+galaxy0,SnapATAC2 Plotting,2.8.0+galaxy0,,[],,[],[],,True,"[{'value': 'snapatac', 'type': 'bio.tools'}]","['2.5.3+galaxy1', '2.5.3+galaxy2', '2.6.4+galaxy0', '2.6.4+galaxy1', '2.8.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsnapatac2_plotting%2Fsnapatac2_plotting%2F2.8.0%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,snapatac2_plotting,iuc,1ac4a5f05f33,toolshed.g2.bx.psu.edu,SnapATAC2 Plotting  Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/snapatac2_preprocessing/snapatac2_preprocessing/2.8.0+galaxy0,SnapATAC2 Preprocessing,2.8.0+galaxy0,and integration,[],,[],[],,True,"[{'value': 'snapatac', 'type': 'bio.tools'}]","['2.5.3+galaxy1', '2.5.3+galaxy2', '2.6.4+galaxy0', '2.6.4+galaxy1', '2.8.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsnapatac2_preprocessing%2Fsnapatac2_preprocessing%2F2.8.0%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,snapatac2_preprocessing,iuc,20c4011e1458,toolshed.g2.bx.psu.edu,SnapATAC2 Preprocessing and integration Single-cell
