model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,versions,hidden_versions,link,min_width,target,has_parameters,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed,tool_text
Tool,toolshed.g2.bx.psu.edu/repos/iuc/kegg_pathways_completeness/kegg_pathways_completeness/1.4.3+galaxy0,Calculate KEGG Pathways completeness,1.4.3+galaxy0,Compute KEGG pathway/module completeness from KOs or per-contig annotation,[],,[],[],,True,[],"['1.3.0+galaxy0', '1.4.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fkegg_pathways_completeness%2Fkegg_pathways_completeness%2F1.4.3%2Bgalaxy0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,kegg_pathways_completeness,iuc,78990897aa94,toolshed.g2.bx.psu.edu,Calculate KEGG Pathways completeness Compute KEGG pathway/module completeness from KOs or per-contig annotation Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/tcollins/rgi_bwt/rgi_bwt/6.0.5+galaxy2,RGI bwt,6.0.5+galaxy2,align metagenomic reads to CARD to identify AMR genes,[],,[],[],,True,[],['6.0.5+galaxy2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Ftcollins%2Frgi_bwt%2Frgi_bwt%2F6.0.5%2Bgalaxy2,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,rgi_bwt,tcollins,bff51051d70f,toolshed.g2.bx.psu.edu,RGI bwt align metagenomic reads to CARD to identify AMR genes Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/tcollins/rgi_main/rgi_main/6.0.5+galaxy2,RGI main,6.0.5+galaxy2,identify antimicrobial resistance genes using CARD,[],,[],[],,True,[],['6.0.5+galaxy2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Ftcollins%2Frgi_main%2Frgi_main%2F6.0.5%2Bgalaxy2,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,rgi_main,tcollins,6c8ccbb19438,toolshed.g2.bx.psu.edu,RGI main identify antimicrobial resistance genes using CARD Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/kmetashot/kmetashot/2.0+galaxy2,kMetaShot,2.0+galaxy2,an alignment-free taxonomic classifier based on k-mer/minimizer counting,[],,[],[],,True,"[{'value': 'kmetashot', 'type': 'bio.tools'}]",['2.0+galaxy2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fkmetashot%2Fkmetashot%2F2.0%2Bgalaxy2,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,kmetashot,bgruening,3ee493cd606c,toolshed.g2.bx.psu.edu,kMetaShot an alignment-free taxonomic classifier based on k-mer/minimizer counting Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_masking/2.8.3.0,VSearch masking,2.8.3.0,,[],,[],[],,True,"[{'value': 'vsearch', 'type': 'bio.tools'}]","['1.1.3.1', '1.9.7.0', '2.8.3.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fvsearch%2Fvsearch_masking%2F2.8.3.0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,vsearch,iuc,b3c7199d8786,toolshed.g2.bx.psu.edu,VSearch masking  Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/2.8.3.0,VSearch alignment,2.8.3.0,,[],,[],[],,True,"[{'value': 'vsearch', 'type': 'bio.tools'}]","['1.1.3.1', '1.9.7.0', '2.8.3.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fvsearch%2Fvsearch_alignment%2F2.8.3.0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,vsearch,iuc,b3c7199d8786,toolshed.g2.bx.psu.edu,VSearch alignment  Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/2.8.3.0,VSearch dereplication,2.8.3.0,,[],,[],[],,True,"[{'value': 'vsearch', 'type': 'bio.tools'}]","['1.1.3.2', '1.9.7.0', '2.8.3.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fvsearch%2Fvsearch_dereplication%2F2.8.3.0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,vsearch,iuc,b3c7199d8786,toolshed.g2.bx.psu.edu,VSearch dereplication  Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_shuffling/2.8.3.0,VSearch shuffling,2.8.3.0,,[],,[],[],,True,"[{'value': 'vsearch', 'type': 'bio.tools'}]","['1.1.3.1', '1.9.7.0', '2.8.3.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fvsearch%2Fvsearch_shuffling%2F2.8.3.0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,vsearch,iuc,b3c7199d8786,toolshed.g2.bx.psu.edu,VSearch shuffling  Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/vegan_rarefaction/vegan_rarefaction/2.4-3,Vegan Rarefaction,2.4-3,curve and statistics,[],,[],[],,True,"[{'value': 'vegan', 'type': 'bio.tools'}]","['0.0.2', '0.0.3', '2.4-3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fvegan_rarefaction%2Fvegan_rarefaction%2F2.4-3,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,vegan_rarefaction,iuc,af1211ed6c8e,toolshed.g2.bx.psu.edu,Vegan Rarefaction curve and statistics Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/vegan_fisher_alpha/vegan_fisher_alpha/2.4-3,Vegan Fisher Alpha,2.4-3,index,[],,[],[],,True,"[{'value': 'vegan', 'type': 'bio.tools'}]","['0.0.2', '0.0.3', '2.4-3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fvegan_fisher_alpha%2Fvegan_fisher_alpha%2F2.4-3,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,vegan_fisher_alpha,iuc,0148e5cf20b2,toolshed.g2.bx.psu.edu,Vegan Fisher Alpha index Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/vegan_diversity/vegan_diversity/2.4-3,Vegan Diversity,2.4-3,index,[],,[],[],,True,"[{'value': 'vegan', 'type': 'bio.tools'}]","['0.0.2', '0.0.3', '2.4-3']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fvegan_diversity%2Fvegan_diversity%2F2.4-3,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,vegan_diversity,iuc,a1b80a746054,toolshed.g2.bx.psu.edu,Vegan Diversity index Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-mpa-report/1.2.4,Kraken-mpa-report,1.2.4,view report of classification for multiple samples,[],,[],[],,True,"[{'value': 'kraken', 'type': 'bio.tools'}]","['1.1.0', '1.1.1', '1.2.1', '1.2.3', '1.2.4']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fkraken_report%2Fkraken-mpa-report%2F1.2.4,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,kraken_report,devteam,6c09bed3444f,toolshed.g2.bx.psu.edu,Kraken-mpa-report view report of classification for multiple samples Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scikit_bio_diversity_beta_diversity/scikit_bio_diversity_beta_diversity/0.4.2.0,Beta Diversity,0.4.2.0,using scikit-bio,[],,[],[],,True,[],['0.4.2.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscikit_bio_diversity_beta_diversity%2Fscikit_bio_diversity_beta_diversity%2F0.4.2.0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,scikit_bio_diversity_beta_diversity,iuc,024a9b86f853,toolshed.g2.bx.psu.edu,Beta Diversity using scikit-bio Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/metagenomeseq_normalization/metagenomeseq_normalizaton/1.16.0-0.0.1,metagenomeSeq Normalization,1.16.0-0.0.1,Cumulative sum scaling,[],,[],[],,True,"[{'value': 'metagenomeseq', 'type': 'bio.tools'}]",['1.16.0-0.0.1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmetagenomeseq_normalization%2Fmetagenomeseq_normalizaton%2F1.16.0-0.0.1,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,metagenomeseq_normalization,iuc,d16f7cc26516,toolshed.g2.bx.psu.edu,metagenomeSeq Normalization Cumulative sum scaling Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2+galaxy0,Convert Kraken,1.2+galaxy0,data to Galaxy taxonomy representation,[],,[],[],,True,[],"['1.1', '1.2', '1.2+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fkraken2tax%2FKraken2Tax%2F1.2%2Bgalaxy0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,kraken2tax,devteam,50bd98b3ae5a,toolshed.g2.bx.psu.edu,Convert Kraken data to Galaxy taxonomy representation Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/devteam/cd_hit_dup/cd_hit_dup/0.0.1,cd-hit-dup,0.0.1,remove duplicates and detect chimaeras in sequencing reads,[],,[],[],,True,[],['0.0.1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fcd_hit_dup%2Fcd_hit_dup%2F0.0.1,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,cd_hit_dup,devteam,0fb894bd8eba,toolshed.g2.bx.psu.edu,cd-hit-dup remove duplicates and detect chimaeras in sequencing reads Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/bebatut/combine_metaphlan2_humann2/combine_metaphlan2_humann2/0.2.0,Combine MetaPhlAn2 and HUMAnN2 outputs,0.2.0,to relate genus/species abundances and gene families/pathways abundances,[],,[],[],,True,"[{'value': 'humann2', 'type': 'bio.tools'}]",['0.2.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbebatut%2Fcombine_metaphlan2_humann2%2Fcombine_metaphlan2_humann2%2F0.2.0,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,combine_metaphlan2_humann2,bebatut,fdfb35745104,toolshed.g2.bx.psu.edu,Combine MetaPhlAn2 and HUMAnN2 outputs to relate genus/species abundances and gene families/pathways abundances Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/mbernt/maxbin2/maxbin2/2.2.7+galaxy6,MaxBin2,2.2.7+galaxy6,clusters metagenomic contigs into bins,[],,[],[],,True,"[{'value': 'maxbin', 'type': 'bio.tools'}]","['2.2.7+galaxy3', '2.2.7+galaxy4', '2.2.7+galaxy6']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fmbernt%2Fmaxbin2%2Fmaxbin2%2F2.2.7%2Bgalaxy6,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,maxbin2,mbernt,0917b2d6010d,toolshed.g2.bx.psu.edu,MaxBin2 clusters metagenomic contigs into bins Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/iuc/megahit_contig2fastg/megahit_contig2fastg/1.1.3+galaxy1,megahit contig2fastg,1.1.3+galaxy1,for converting MEGAHIT's contigs (.fa) to assembly graphs (.fastg),[],,[],[],,True,"[{'value': 'megahit', 'type': 'bio.tools'}]",['1.1.3+galaxy1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmegahit_contig2fastg%2Fmegahit_contig2fastg%2F1.1.3%2Bgalaxy1,-1,galaxy_main,True,metagenomic_analysis,Metagenomic Analysis,regular,megahit_contig2fastg,iuc,4ec5b3777508,toolshed.g2.bx.psu.edu,megahit contig2fastg for converting MEGAHIT's contigs (.fa) to assembly graphs (.fastg) Metagenomic Analysis
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_integrate_harmony/scanpy_integrate_harmony/1.9.3+galaxy0,Scanpy Harmony,1.9.3+galaxy0,adjust principal components for variables that might introduce batch effect,[],,[],[],,True,[],"['1.8.1+2+galaxy0', '1.6.0+galaxy1', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_integrate_harmony%2Fscanpy_integrate_harmony%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_integrate_harmony,ebi-gxa,c354af93f567,toolshed.g2.bx.psu.edu,Scanpy Harmony adjust principal components for variables that might introduce batch effect Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_read_10x/scanpy_read_10x/1.9.3+galaxy0,Scanpy Read10x,1.9.3+galaxy0,into hdf5 object handled by scanpy,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_read_10x%2Fscanpy_read_10x%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_read_10x,ebi-gxa,078aa23c9374,toolshed.g2.bx.psu.edu,Scanpy Read10x into hdf5 object handled by scanpy Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_parameter_iterator/scanpy_parameter_iterator/0.0.1+galaxy9,Scanpy ParameterIterator,0.0.1+galaxy9,produce an iteration over a defined parameter,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}, {'value': 'scanpy', 'type': 'bio.tools'}, {'value': 'scanpy', 'type': 'bio.tools'}]","['0.0.1+galaxy0', '0.0.1+galaxy3', '0.0.1+galaxy9']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_parameter_iterator%2Fscanpy_parameter_iterator%2F0.0.1%2Bgalaxy9,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_parameter_iterator,ebi-gxa,73d43034c860,toolshed.g2.bx.psu.edu,Scanpy ParameterIterator produce an iteration over a defined parameter Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_find_markers/scanpy_find_markers/1.9.3+galaxy0,Scanpy FindMarkers,1.9.3+galaxy0,to find differentially expressed genes between groups,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy1', '1.6.0+galaxy4', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_find_markers%2Fscanpy_find_markers%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_find_markers,ebi-gxa,d8f5224005bb,toolshed.g2.bx.psu.edu,Scanpy FindMarkers to find differentially expressed genes between groups Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_find_cluster/scanpy_find_cluster/1.9.3+galaxy0,Scanpy FindCluster,1.9.3+galaxy0,based on community detection on KNN graph,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy3', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_find_cluster%2Fscanpy_find_cluster%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_find_cluster,ebi-gxa,36735850e461,toolshed.g2.bx.psu.edu,Scanpy FindCluster based on community detection on KNN graph Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_umap/scanpy_run_umap/1.9.3+galaxy0,Scanpy RunUMAP,1.9.3+galaxy0,visualise cell clusters using UMAP,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy1', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_run_umap%2Fscanpy_run_umap%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_run_umap,ebi-gxa,ea91cfd0444e,toolshed.g2.bx.psu.edu,Scanpy RunUMAP visualise cell clusters using UMAP Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_tsne/scanpy_run_tsne/1.9.3+galaxy0,Scanpy RunTSNE,1.9.3+galaxy0,visualise cell clusters using tSNE,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy2', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_run_tsne%2Fscanpy_run_tsne%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_run_tsne,ebi-gxa,abdb61e4afa3,toolshed.g2.bx.psu.edu,Scanpy RunTSNE visualise cell clusters using tSNE Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_compute_graph/scanpy_compute_graph/1.9.3+galaxy0,Scanpy ComputeGraph,1.9.3+galaxy0,to derive kNN graph,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy3', '1.7.2+galaxy1', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_compute_graph%2Fscanpy_compute_graph%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_compute_graph,ebi-gxa,22bd5861706d,toolshed.g2.bx.psu.edu,Scanpy ComputeGraph to derive kNN graph Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_run_pca/scanpy_run_pca/1.9.3+galaxy0,Scanpy RunPCA,1.9.3+galaxy0,for dimensionality reduction,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy1', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_run_pca%2Fscanpy_run_pca%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_run_pca,ebi-gxa,4428dba93375,toolshed.g2.bx.psu.edu,Scanpy RunPCA for dimensionality reduction Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_find_variable_genes/scanpy_find_variable_genes/1.9.3+galaxy1,Scanpy FindVariableGenes,1.9.3+galaxy1,based on normalised dispersion of expression,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy0', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_find_variable_genes%2Fscanpy_find_variable_genes%2F1.9.3%2Bgalaxy1,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_find_variable_genes,ebi-gxa,64dd8bb151e1,toolshed.g2.bx.psu.edu,Scanpy FindVariableGenes based on normalised dispersion of expression Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_filter_genes/scanpy_filter_genes/1.9.3+galaxy0,Scanpy FilterGenes,1.9.3+galaxy0,based on counts and numbers of cells expressed,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy0', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_filter_genes%2Fscanpy_filter_genes%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_filter_genes,ebi-gxa,cc64914b0cf4,toolshed.g2.bx.psu.edu,Scanpy FilterGenes based on counts and numbers of cells expressed Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_filter_cells/scanpy_filter_cells/1.9.3+galaxy0,Scanpy FilterCells,1.9.3+galaxy0,based on counts and numbers of genes expressed,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.6.0+galaxy0', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_filter_cells%2Fscanpy_filter_cells%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_filter_cells,ebi-gxa,bf1e0bdec1db,toolshed.g2.bx.psu.edu,Scanpy FilterCells based on counts and numbers of genes expressed Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/gtf2gene_list/_ensembl_gtf2gene_list/1.52.0+galaxy0,GTF2GeneList,1.52.0+galaxy0,extracts a complete annotation table or subsets thereof from an Ensembl GTF using rtracklayer,[],,[],[],,True,[],"['1.42.1+galaxy6', '1.52.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fgtf2gene_list%2F_ensembl_gtf2gene_list%2F1.52.0%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,gtf2gene_list,ebi-gxa,14b3f2a4523b,toolshed.g2.bx.psu.edu,GTF2GeneList extracts a complete annotation table or subsets thereof from an Ensembl GTF using rtracklayer Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/anndata_ops/anndata_ops/1.9.3+galaxy1,AnnData Operations,1.9.3+galaxy1,is a Swiss army knife for AnnData files,[],,[],[],,True,[],"['1.8.1+2+galaxy0', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0', '1.9.3+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fanndata_ops%2Fanndata_ops%2F1.9.3%2Bgalaxy1,-1,galaxy_main,True,single_cell,Single-cell,regular,anndata_ops,ebi-gxa,7ef2403a250d,toolshed.g2.bx.psu.edu,AnnData Operations is a Swiss army knife for AnnData files Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_plot_embed/scanpy_plot_embed/1.9.3+galaxy0,Scanpy PlotEmbed,1.9.3+galaxy0,visualise cell embeddings,[],,[],[],,True,[],"['1.8.1+2+galaxy0', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_plot_embed%2Fscanpy_plot_embed%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_plot_embed,ebi-gxa,7d5c97823f8b,toolshed.g2.bx.psu.edu,Scanpy PlotEmbed visualise cell embeddings Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_scale_data/scanpy_scale_data/1.9.3+galaxy0,Scanpy ScaleData,1.9.3+galaxy0,to make expression variance the same for all genes,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_scale_data%2Fscanpy_scale_data%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_scale_data,ebi-gxa,4cc9362782b4,toolshed.g2.bx.psu.edu,Scanpy ScaleData to make expression variance the same for all genes Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_normalise_data/scanpy_normalise_data/1.9.3+galaxy0,Scanpy NormaliseData,1.9.3+galaxy0,to make all cells having the same total expression,[],,[],[],,True,"[{'value': 'scanpy', 'type': 'bio.tools'}]","['1.8.1+2+galaxy0', '1.7.2+galaxy0', '1.8.1+galaxy9', '1.9.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Febi-gxa%2Fscanpy_normalise_data%2Fscanpy_normalise_data%2F1.9.3%2Bgalaxy0,-1,galaxy_main,True,single_cell,Single-cell,regular,scanpy_normalise_data,ebi-gxa,3027cb62adbd,toolshed.g2.bx.psu.edu,Scanpy NormaliseData to make all cells having the same total expression Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/dropletutils/dropletutils/1.10.0+galaxy2,DropletUtils,1.10.0+galaxy2,Utilities for handling droplet-based single-cell RNA-seq data,[],,"['operation_1812', 'operation_3200']","['topic_0203', 'topic_3168', 'topic_3170', 'topic_3308']",,True,"[{'value': 'dropletutils', 'type': 'bio.tools'}]","['1.2.1+galaxy6', '1.2.1+2', '1.10.0+galaxy1', '1.10.0+galaxy2']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fdropletutils%2Fdropletutils%2F1.10.0%2Bgalaxy2,-1,galaxy_main,True,single_cell,Single-cell,regular,dropletutils,iuc,a9caad671439,toolshed.g2.bx.psu.edu,DropletUtils Utilities for handling droplet-based single-cell RNA-seq data Single-cell
Tool,toolshed.g2.bx.psu.edu/repos/iuc/raceid_trajectory/raceid_trajectory/3.1,Lineage computation using StemID,3.1,generates lineage from prior clustering,['new'],,[],[],,True,[],"['0.2.3+galaxy0', '0.2.3+galaxy1', '0.2.3+galaxy3', '3.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fraceid_trajectory%2Fraceid_trajectory%2F3.1,-1,galaxy_main,True,single_cell,Single-cell,regular,raceid_trajectory,iuc,44b935f2271b,toolshed.g2.bx.psu.edu,Lineage computation using StemID generates lineage from prior clustering Single-cell
